main_set,current_subset,card_number,variant,card_count,card_ids,matched_subset,suggestion
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Autographs,23,Orange,1,80100,2025 Topps Chrome Marvel Studios - Autographs Orange Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Orange Refractor"" (id 6586)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Autographs,23,Gold,1,80101,2025 Topps Chrome Marvel Studios - Autographs Gold Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Gold Refractor"" (id 6585)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Autographs,23,Black,1,80110,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Autographs,23,Red,1,80111,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Autographs,23,Superfractor,1,80112,2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor"" (id 6578)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,1,Orange,1,80157,2025 Topps Chrome Marvel Studios - Autographs Orange Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Orange Refractor"" (id 6586)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,1,Gold,1,80159,2025 Topps Chrome Marvel Studios - Autographs Gold Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Gold Refractor"" (id 6585)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,1,Black,1,80160,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,1,Superfractor,1,80468,2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor"" (id 6578)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,1,Red,1,80473,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,10,Gold,1,79854,2025 Topps Chrome Marvel Studios - Autographs Gold Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Gold Refractor"" (id 6585)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,10,Black,1,80158,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,10,Orange,1,80161,2025 Topps Chrome Marvel Studios - Autographs Orange Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Orange Refractor"" (id 6586)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,10,Superfractor,1,80512,2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor"" (id 6578)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,10,Red,1,80515,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,11,Orange,1,80508,2025 Topps Chrome Marvel Studios - Autographs Orange Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Orange Refractor"" (id 6586)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,11,Black,1,80510,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,11,Gold,1,80511,2025 Topps Chrome Marvel Studios - Autographs Gold Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Gold Refractor"" (id 6585)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,11,Red,1,80581,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,11,Superfractor,1,80584,2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor"" (id 6578)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,12,Superfractor,1,80579,2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor"" (id 6578)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,12,Orange,1,80582,2025 Topps Chrome Marvel Studios - Autographs Orange Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Orange Refractor"" (id 6586)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,12,Black,1,80583,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,12,Gold,1,80585,2025 Topps Chrome Marvel Studios - Autographs Gold Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Gold Refractor"" (id 6585)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,12,Red,1,80586,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,13,Black,1,80516,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,13,Red,1,80517,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,13,Superfractor,1,80518,2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor"" (id 6578)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,13,Orange,1,80520,2025 Topps Chrome Marvel Studios - Autographs Orange Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Orange Refractor"" (id 6586)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,13,Gold,1,80578,2025 Topps Chrome Marvel Studios - Autographs Gold Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Gold Refractor"" (id 6585)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,14,Orange,1,80519,2025 Topps Chrome Marvel Studios - Autographs Orange Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Orange Refractor"" (id 6586)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,14,Black,1,80521,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,14,Gold,1,80522,2025 Topps Chrome Marvel Studios - Autographs Gold Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Gold Refractor"" (id 6585)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,14,Red,1,80523,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,14,Superfractor,1,80587,2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor"" (id 6578)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,15,Orange,1,80588,2025 Topps Chrome Marvel Studios - Autographs Orange Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Orange Refractor"" (id 6586)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,15,Black,1,80589,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,15,Gold,1,80590,2025 Topps Chrome Marvel Studios - Autographs Gold Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Gold Refractor"" (id 6585)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,15,Red,1,80592,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,15,Superfractor,1,80595,2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor"" (id 6578)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,16,Superfractor,1,80525,2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor"" (id 6578)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,16,Black,1,80527,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,16,Gold,1,80591,2025 Topps Chrome Marvel Studios - Autographs Gold Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Gold Refractor"" (id 6585)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,16,Red,1,80593,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,16,Orange,1,80596,2025 Topps Chrome Marvel Studios - Autographs Orange Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Orange Refractor"" (id 6586)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,17,Superfractor,1,80469,2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor"" (id 6578)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,17,Orange,1,80526,2025 Topps Chrome Marvel Studios - Autographs Orange Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Orange Refractor"" (id 6586)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,17,Gold,1,80528,2025 Topps Chrome Marvel Studios - Autographs Gold Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Gold Refractor"" (id 6585)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,17,Red,1,80535,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,17,Black,1,80597,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,18,Orange,1,80534,2025 Topps Chrome Marvel Studios - Autographs Orange Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Orange Refractor"" (id 6586)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,18,Black,1,80536,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,18,Gold,1,80537,2025 Topps Chrome Marvel Studios - Autographs Gold Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Gold Refractor"" (id 6585)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,18,Red,1,80538,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,18,Superfractor,1,80539,2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor"" (id 6578)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,19,Orange,1,80474,2025 Topps Chrome Marvel Studios - Autographs Orange Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Orange Refractor"" (id 6586)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,19,Black,1,80475,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,19,Gold,1,80476,2025 Topps Chrome Marvel Studios - Autographs Gold Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Gold Refractor"" (id 6585)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,19,Red,1,80543,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,19,Superfractor,1,80545,2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor"" (id 6578)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,2,Black,1,80456,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,2,Orange,1,80471,2025 Topps Chrome Marvel Studios - Autographs Orange Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Orange Refractor"" (id 6586)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,2,Gold,1,80472,2025 Topps Chrome Marvel Studios - Autographs Gold Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Gold Refractor"" (id 6585)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,2,Superfractor,1,80529,2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor"" (id 6578)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,2,Red,1,80541,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,20,Orange,1,80483,2025 Topps Chrome Marvel Studios - Autographs Orange Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Orange Refractor"" (id 6586)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,20,Black,1,80484,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,20,Gold,1,80485,2025 Topps Chrome Marvel Studios - Autographs Gold Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Gold Refractor"" (id 6585)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,20,Red,1,80486,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,20,Superfractor,1,80487,2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor"" (id 6578)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,21,Superfractor,1,80548,2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor"" (id 6578)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,21,Orange,1,80549,2025 Topps Chrome Marvel Studios - Autographs Orange Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Orange Refractor"" (id 6586)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,21,Black,1,80550,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,21,Gold,1,80551,2025 Topps Chrome Marvel Studios - Autographs Gold Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Gold Refractor"" (id 6585)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,21,Red,1,80552,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,22,Superfractor,1,80492,2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor"" (id 6578)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,22,Red,1,80497,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,22,Orange,1,80556,2025 Topps Chrome Marvel Studios - Autographs Orange Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Orange Refractor"" (id 6586)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,22,Black,1,80557,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,22,Gold,1,80558,2025 Topps Chrome Marvel Studios - Autographs Gold Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Gold Refractor"" (id 6585)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,23,Orange,1,80493,2025 Topps Chrome Marvel Studios - Autographs Orange Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Orange Refractor"" (id 6586)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,23,Black,1,80495,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,23,Gold,1,80496,2025 Topps Chrome Marvel Studios - Autographs Gold Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Gold Refractor"" (id 6585)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,23,Red,1,80565,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,23,Superfractor,1,80566,2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor"" (id 6578)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,24,Black,1,80501,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,24,Gold,1,80502,2025 Topps Chrome Marvel Studios - Autographs Gold Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Gold Refractor"" (id 6585)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,24,Red,1,80503,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,24,Orange,1,80504,2025 Topps Chrome Marvel Studios - Autographs Orange Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Orange Refractor"" (id 6586)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,24,Superfractor,1,80530,2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor"" (id 6578)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,25,Superfractor,1,80509,2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor"" (id 6578)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,25,Red,1,80513,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,25,Orange,1,80573,2025 Topps Chrome Marvel Studios - Autographs Orange Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Orange Refractor"" (id 6586)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,25,Black,1,80574,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,25,Gold,1,80575,2025 Topps Chrome Marvel Studios - Autographs Gold Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Autographs Gold Refractor"" (id 6585)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,3,Superfractor,1,80478,2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Agatha All Along Autographs Superfractor"" (id 6578)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,3,Black,1,80480,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,3,Red,1,80481,2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor,"Move to existing subset ""2025 Topps Chrome Marvel Studios - Marvel Red & Black Lava Refractor"" (id 2548)"
