main_set,subset,subset_id,card_number,copies,card_names,card_ids
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Topps Patrimony SuperFractor,5749,TP-7,2,Iron Man | Iron Man 1963,"63683, 296810"
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Topps Patrimony SuperFractor,5749,TP-8,2,Daredevil | Daredevil 1964,"63684, 296811"
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Topps Patrimony SuperFractor,5749,TP-9,2,Black Panther | Black Panther 1966,"63685, 296812"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-1,2,Avengers/Masters of Evil | Masters of Evil,"65401, 299626"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-10,2,Avengers/Magneto | Magneto,"65402, 299635"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-11,2,Avengers/Dark Avengers | Dark Avengers,"65403, 299636"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-12,2,Avengers/Red Skull | Red Skull,"65404, 299637"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-13,2,Avengers/Baron Zemo | Baron Zemo,"65405, 299638"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-14,2,Avengers/Ex Nihilo | Ex Nihilo,"65406, 299639"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-15,2,Avengers/Black Order | Black Order,"65407, 299640"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-16,2,Avengers/Graviton | Graviton,"65408, 299641"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-17,2,Avengers/Grim Reaper | Grim Reaper,"65409, 299642"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-18,2,Avengers/The Hood | The Hood,"65410, 299643"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-19,2,Avengers/Namor | Namor,"65411, 299644"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-2,2,Avengers/Lethal Legion | Lethal Legion,"65412, 299627"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-20,2,Avengers/Tyrak | Tyrak,"65413, 299645"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-21,2,Avengers/Maelstrom | Maelstrom,"65414, 299646"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-22,2,Avengers/Living Laser | Living Laser,"65415, 299647"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-23,2,Avengers/Ultimo | Ultimo,"65416, 299648"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-24,2,Avengers/Challenger | Challenger,"65417, 299649"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-25,2,Avengers/Count Nefaria | Count Nefaria,"65418, 299650"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-3,2,Avengers/Wrecking Crew | Wrecking Crew,"65419, 299628"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-4,2,Avengers/Thanos | Thanos,"65420, 299629"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-5,2,Avengers/Ultron | Ultron,"65421, 299630"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-6,2,Avengers/Korvac | Korvac,"65422, 299631"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-7,2,Avengers/Loki | Loki,"65423, 299632"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-8,2,Avengers/Taskmaster | Taskmaster,"65424, 299633"
2024 Upper Deck Marvel Avengers,2024 Upper Deck Marvel Avengers - Battle Time,5826,BT-9,2,Avengers/Hydra | Hydra,"65425, 299634"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - 2024 Upper Deck Marvel Masterpieces '92 Platinum,6004,1,3,Blaster Box | Blob | Hobby Box,"55347, 55348, 55349"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,1,2,Blob | BlobLEN,"56499, 306416"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,10,2,Adam Warlock | Adam WarlockLEN,"56500, 306425"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,100,2,Jubilee | JubileeLEN,"56501, 306515"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,11,2,Darkhawk | DarkhawkLEN,"56502, 306426"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,12,2,Daredevil | DaredevilLEN,"56503, 306427"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,13,2,Cyclops | CyclopsLEN,"56504, 306428"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,14,2,Colossus | ColossusLEN,"56505, 306429"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,15,2,Captain Britain | Captain BritainLEN,"56506, 306430"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,16,2,Captain America | Captain AmericaLEN,"56507, 306431"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,17,2,Cage | CageLEN,"56508, 306432"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,18,2,Cable | CableLEN,"56509, 306433"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,19,2,Bullseye | BullseyeLEN,"56510, 306434"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,2,2,Johnny Blaze | Johnny BlazeLEN,"56511, 306417"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,20,2,Dazzler | DazzlerLEN,"56512, 306435"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,21,2,Enchantress | EnchantressLEN,"56513, 306436"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,22,2,Elektra | ElektraLEN,"56514, 306437"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,23,2,Electro | ElectroLEN,"56515, 306438"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,24,2,Doctor Strange | Doctor StrangeLEN,"56516, 306439"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,25,2,Doctor Octopus | Doctor OctopusLEN,"56517, 306440"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,26,2,Doctor Doom | Doctor DoomLEN,"56518, 306441"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,27,2,Dormammu | DormammuLEN,"56519, 306442"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,28,2,Deathlok | DeathlokLEN,"56520, 306443"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,29,2,Gambit | GambitLEN,"56521, 306444"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,3,2,Black Widow | Black WidowLEN,"56522, 306418"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,30,2,Galactus | GalactusLEN,"56523, 306445"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,31,2,Human Torch | Human TorchLEN,"56524, 306446"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,32,2,Hulk | HulkLEN,"56525, 306447"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,33,2,Hobgoblin | HobgoblinLEN,"56526, 306448"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,34,2,Hawkeye | HawkeyeLEN,"56527, 306449"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,35,2,Havok | HavokLEN,"56528, 306450"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,36,2,Green Goblin | Green GoblinLEN,"56529, 306451"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,37,2,Ghost Rider | Ghost RiderLEN,"56530, 306452"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,38,2,Iron Man | Iron ManLEN,"56531, 306453"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,39,2,Invisible Woman | Invisible WomanLEN,"56532, 306454"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,4,2,Black Panther | Black PantherLEN,"56533, 306419"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,40,2,Iceman | IcemanLEN,"56534, 306455"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,41,2,Lizard | LizardLEN,"56535, 306456"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,42,2,Leader | LeaderLEN,"56536, 306457"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,43,2,Kingpin | KingpinLEN,"56537, 306458"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,44,2,Kang | KangLEN,"56538, 306459"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,45,2,Juggernaut | JuggernautLEN,"56539, 306460"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,46,2,Jean Grey | Jean GreyLEN,"56540, 306461"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,47,2,Scarlet Witch | Scarlet WitchLEN,"56541, 306462"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,48,2,Major Victory | Major VictoryLEN,"56542, 306463"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,49,2,Magneto | MagnetoLEN,"56543, 306464"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,5,2,Black Cat | Black CatLEN,"56544, 306420"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,50,2,Loki | LokiLEN,"56545, 306465"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,51,2,Moon Knight | Moon KnightLEN,"56546, 306466"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,52,2,Mole Man | Mole ManLEN,"56547, 306467"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,53,2,Mojo | MojoLEN,"56548, 306468"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,54,2,Mephisto | MephistoLEN,"56549, 306469"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,55,2,Feral | FeralLEN,"56550, 306470"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,56,2,Namorita | NamoritaLEN,"56551, 306471"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,57,2,Namor | NamorLEN,"56552, 306472"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,58,2,Mister Sinister | Mister SinisterLEN,"56553, 306473"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,59,2,Mr. Fantastic | Mr. FantasticLEN,"56554, 306474"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,6,2,Bishop | BishopLEN,"56555, 306421"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,60,2,Morbius | MorbiusLEN,"56556, 306475"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,61,2,Nightmare | NightmareLEN,"56557, 306476"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,62,2,Nightcrawler | NightcrawlerLEN,"56558, 306477"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,63,2,Night Thrasher | Night ThrasherLEN,"56559, 306478"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,64,2,Nick Fury | Nick FuryLEN,"56560, 306479"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,65,2,Psylocke | PsylockeLEN,"56561, 306480"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,66,2,Professor X | Professor XLEN,"56562, 306481"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,67,2,Phoenix | PhoenixLEN,"56563, 306482"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,68,2,Nova | NovaLEN,"56564, 306483"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,69,2,Northstar | NorthstarLEN,"56565, 306484"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,7,2,Beast | BeastLEN,"56566, 306422"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,70,2,Nomad | NomadLEN,"56567, 306485"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,71,2,Quicksilver | QuicksilverLEN,"56568, 306486"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,72,2,Quasar | QuasarLEN,"56569, 306487"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,73,2,Deathbird | DeathbirdLEN,"56570, 306488"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,74,2,Shatterstar | ShatterstarLEN,"56571, 306489"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,75,2,Shadowcat | ShadowcatLEN,"56572, 306490"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,76,2,Sauron | SauronLEN,"56573, 306491"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,77,2,Sandman | SandmanLEN,"56574, 306492"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,78,2,Sabretooth | SabretoothLEN,"56575, 306493"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,79,2,Rogue | RogueLEN,"56576, 306494"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,8,2,Archangel | ArchangelLEN,"56577, 306423"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,80,2,Red Skull | Red SkullLEN,"56578, 306495"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,81,2,Silver Sable | Silver SableLEN,"56579, 306496"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,82,2,She-Hulk | She-HulkLEN,"56580, 306497"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,83,2,Thanos | ThanosLEN,"56581, 306498"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,84,2,Super Skrull | Super SkrullLEN,"56582, 306499"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,85,2,Strong Guy | Strong GuyLEN,"56583, 306500"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,86,2,Storm | StormLEN,"56584, 306501"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,87,2,Spider-Man | Spider-ManLEN,"56585, 306502"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,88,2,Speedball | SpeedballLEN,"56586, 306503"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,89,2,Sleepwalker | SleepwalkerLEN,"56587, 306504"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,9,2,Apocalypse | ApocalypseLEN,"56588, 306424"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,90,2,Silver Surfer | Silver SurferLEN,"56589, 306505"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,91,2,Thing | ThingLEN,"56590, 306506"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,92,2,Thor | ThorLEN,"56591, 306507"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,93,2,Wonder Man | Wonder ManLEN,"56592, 306508"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,94,2,Wolverine | WolverineLEN,"56593, 306509"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,95,2,White Queen | White QueenLEN,"56594, 306510"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,96,2,Weapon Omega | Weapon OmegaLEN,"56595, 306511"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,97,2,Venom | VenomLEN,"56596, 306512"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,98,2,Ultron | UltronLEN,"56597, 306513"
2024 Upper Deck Marvel Masterpieces '92 Platinum,2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular,6031,99,2,Tombstone | TombstoneLEN,"56598, 306514"
2024 Upper Deck Marvel Spider-Man,2024 Upper Deck Marvel Spider-Man - 2024 Upper Deck Marvel Spider-Man,6107,1,2,Hobby Box | Peter Parker,"65876, 65877"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,10,2,"Matthew ClarkAU, | Spider-Man","66714, 312691"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,11,2,"Carrion | Kevin SharpeAU,","66715, 312692"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,12,2,"Doppelganger | Kevin SharpeAU,","66716, 312693"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,13,2,"Kevin SharpeAU, | Shriek","66717, 312694"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,15,2,"Demogoblin | Kevin SharpeAU,","66719, 312695"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,17,2,"Chameleon | Cyril NouvelAU,","66721, 312696"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,2,2,"BnferAU, | Green Goblin","66724, 312683"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,20,2,"Iban CoelloAU, | Venom","66725, 312697"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,21,2,"Carnage | Iban CoelloAU,","66726, 312698"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,24,2,"Iban CoelloAU, | Venom","66729, 312699"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,25,2,"Carnage | Iban CoelloAU,","66730, 312700"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,27,2,"Iban CoelloAU, | Venom","66732, 312701"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,29,2,"Carnage | Iban CoelloAU,","66734, 312702"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,3,2,"BnferAU, | Venom","66735, 312684"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,30,2,"Spider-Man | Vincenzo CuccaAU,","66736, 312703"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,32,2,"Iban CoelloAU, | Venom","66738, 312704"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,34,2,"Carnage | Iban CoelloAU,","66740, 312705"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,35,2,"Matthew ClarkAU, | Spider-Man","66741, 312706"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,36,2,"Marco SantucciAU, | Peter Parker","66742, 312707"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,37,2,"Iron Spider | Vincenzo CuccaAU,","66743, 312708"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,38,2,"Lorenza PigliamoscheAU, | Spider-Man","66744, 312709"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,39,2,"Marco SantucciAU, | Peter Parker","66745, 312710"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,4,2,"BnferAU, | Doctor Octopus","66746, 312685"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,40,2,"Anthony SpayAU, | Venom","66747, 312711"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,41,2,"Kevin SharpeAU, | Scheme Twist","66748, 312712"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,42,2,"Doctor Octopus | Jimbo SalgadoAU,","66749, 312713"
2024 Upper Deck Marvel Spider-Man Renditions,2024 Upper Deck Marvel Spider-Man Renditions - Artist Autographs,6127,43,2,"Electro | Jimbo SalgadoAU,","66750, 312714"
