main_set,current_subset,card_number,variant,card_count,card_ids,matched_subset,match_tier,move_status,suggestion
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,20,Gold Refractor,1,82102,2025 Topps Finest X-Men '97 - Gold Refractor,exact,target_occupied,"#20 in ""2025 Topps Finest X-Men '97 - Gold Refractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,20,Red Refractor,1,82103,2025 Topps Finest X-Men '97 - Red Refractor,exact,target_occupied,"#20 in ""2025 Topps Finest X-Men '97 - Red Refractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,3,SuperFractor,1,82058,2025 Topps Finest X-Men '97 - SuperFractor,exact,target_occupied,"#3 in ""2025 Topps Finest X-Men '97 - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,3,X-Fractor,1,82060,2025 Topps Finest X-Men '97 - X-Fractor,exact,target_occupied,"#3 in ""2025 Topps Finest X-Men '97 - X-Fractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,3,Orange Refractor,1,82061,2025 Topps Finest X-Men '97 - Orange Refractor,exact,target_occupied,"#3 in ""2025 Topps Finest X-Men '97 - Orange Refractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,3,Gold Refractor,1,82062,2025 Topps Finest X-Men '97 - Gold Refractor,exact,target_occupied,"#3 in ""2025 Topps Finest X-Men '97 - Gold Refractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,3,Red Refractor,1,82063,2025 Topps Finest X-Men '97 - Red Refractor,exact,target_occupied,"#3 in ""2025 Topps Finest X-Men '97 - Red Refractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,4,Gold Refractor,1,81641,2025 Topps Finest X-Men '97 - Gold Refractor,exact,target_occupied,"#4 in ""2025 Topps Finest X-Men '97 - Gold Refractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,4,SuperFractor,1,82065,2025 Topps Finest X-Men '97 - SuperFractor,exact,target_occupied,"#4 in ""2025 Topps Finest X-Men '97 - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,4,X-Fractor,1,82067,2025 Topps Finest X-Men '97 - X-Fractor,exact,target_occupied,"#4 in ""2025 Topps Finest X-Men '97 - X-Fractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,4,Orange Refractor,1,82068,2025 Topps Finest X-Men '97 - Orange Refractor,exact,target_occupied,"#4 in ""2025 Topps Finest X-Men '97 - Orange Refractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,4,Red Refractor,1,82071,2025 Topps Finest X-Men '97 - Red Refractor,exact,target_occupied,"#4 in ""2025 Topps Finest X-Men '97 - Red Refractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,5,X-Fractor,1,82066,2025 Topps Finest X-Men '97 - X-Fractor,exact,target_occupied,"#5 in ""2025 Topps Finest X-Men '97 - X-Fractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,5,Gold Refractor,1,82069,2025 Topps Finest X-Men '97 - Gold Refractor,exact,target_occupied,"#5 in ""2025 Topps Finest X-Men '97 - Gold Refractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,5,SuperFractor,1,82073,2025 Topps Finest X-Men '97 - SuperFractor,exact,target_occupied,"#5 in ""2025 Topps Finest X-Men '97 - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,5,Orange Refractor,1,82076,2025 Topps Finest X-Men '97 - Orange Refractor,exact,target_occupied,"#5 in ""2025 Topps Finest X-Men '97 - Orange Refractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,5,Red Refractor,1,82078,2025 Topps Finest X-Men '97 - Red Refractor,exact,target_occupied,"#5 in ""2025 Topps Finest X-Men '97 - Red Refractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,6,Orange Refractor,1,81621,2025 Topps Finest X-Men '97 - Orange Refractor,exact,target_occupied,"#6 in ""2025 Topps Finest X-Men '97 - Orange Refractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,6,X-Fractor,1,82077,2025 Topps Finest X-Men '97 - X-Fractor,exact,target_occupied,"#6 in ""2025 Topps Finest X-Men '97 - X-Fractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,6,Gold Refractor,1,82079,2025 Topps Finest X-Men '97 - Gold Refractor,exact,target_occupied,"#6 in ""2025 Topps Finest X-Men '97 - Gold Refractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,6,SuperFractor,1,82082,2025 Topps Finest X-Men '97 - SuperFractor,exact,target_occupied,"#6 in ""2025 Topps Finest X-Men '97 - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,6,Red Refractor,1,82085,2025 Topps Finest X-Men '97 - Red Refractor,exact,target_occupied,"#6 in ""2025 Topps Finest X-Men '97 - Red Refractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,7,Orange Refractor,1,81647,2025 Topps Finest X-Men '97 - Orange Refractor,exact,target_occupied,"#7 in ""2025 Topps Finest X-Men '97 - Orange Refractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,7,X-Fractor,1,82084,2025 Topps Finest X-Men '97 - X-Fractor,exact,target_occupied,"#7 in ""2025 Topps Finest X-Men '97 - X-Fractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,7,SuperFractor,1,82086,2025 Topps Finest X-Men '97 - SuperFractor,exact,target_occupied,"#7 in ""2025 Topps Finest X-Men '97 - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,7,Gold Refractor,1,82088,2025 Topps Finest X-Men '97 - Gold Refractor,exact,target_occupied,"#7 in ""2025 Topps Finest X-Men '97 - Gold Refractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,7,Red Refractor,1,82089,2025 Topps Finest X-Men '97 - Red Refractor,exact,target_occupied,"#7 in ""2025 Topps Finest X-Men '97 - Red Refractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,8,X-Fractor,1,81624,2025 Topps Finest X-Men '97 - X-Fractor,exact,target_occupied,"#8 in ""2025 Topps Finest X-Men '97 - X-Fractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,8,Gold Refractor,1,82087,2025 Topps Finest X-Men '97 - Gold Refractor,exact,target_occupied,"#8 in ""2025 Topps Finest X-Men '97 - Gold Refractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,8,SuperFractor,1,82090,2025 Topps Finest X-Men '97 - SuperFractor,exact,target_occupied,"#8 in ""2025 Topps Finest X-Men '97 - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,8,Orange Refractor,1,82092,2025 Topps Finest X-Men '97 - Orange Refractor,exact,target_occupied,"#8 in ""2025 Topps Finest X-Men '97 - Orange Refractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,8,Red Refractor,1,82093,2025 Topps Finest X-Men '97 - Red Refractor,exact,target_occupied,"#8 in ""2025 Topps Finest X-Men '97 - Red Refractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,9,X-Fractor,1,81642,2025 Topps Finest X-Men '97 - X-Fractor,exact,target_occupied,"#9 in ""2025 Topps Finest X-Men '97 - X-Fractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,9,SuperFractor,1,82096,2025 Topps Finest X-Men '97 - SuperFractor,exact,target_occupied,"#9 in ""2025 Topps Finest X-Men '97 - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,9,Orange Refractor,1,82098,2025 Topps Finest X-Men '97 - Orange Refractor,exact,target_occupied,"#9 in ""2025 Topps Finest X-Men '97 - Orange Refractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,9,Gold Refractor,1,82099,2025 Topps Finest X-Men '97 - Gold Refractor,exact,target_occupied,"#9 in ""2025 Topps Finest X-Men '97 - Gold Refractor"" is held by a different card — needs manual review"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Sentinels’ Scan,9,Red Refractor,1,82101,2025 Topps Finest X-Men '97 - Red Refractor,exact,target_occupied,"#9 in ""2025 Topps Finest X-Men '97 - Red Refractor"" is held by a different card — needs manual review"
(unassigned),marvel 2023 eternals,13,Gold,1,76552,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,13,Purple,1,76586,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,13,Green,1,76699,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,13,Blue,1,76808,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,13,Printing Plate,1,76846,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,13,Silver,1,76847,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,13,Black,1,76849,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,21,Purple,1,76592,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,21,Gold,1,76670,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,21,Silver,1,76784,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,21,Printing Plate,1,76851,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,21,Black,1,76852,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,21,Green,1,76853,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,21,Blue,1,76854,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,45,Purple,1,76582,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,45,Gold,1,76657,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,45,Green,1,76765,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,45,Silver,1,76863,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,45,Black,1,76864,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,45,Blue,1,76865,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,56,Gold,1,76599,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,56,Purple,1,76629,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,56,Silver,1,76630,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,56,Blue,1,76801,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,56,Printing Plate,1,76866,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,56,Black,1,76869,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,18,Printing Plate,1,76572,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,18,Purple,1,76588,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,18,Gold,1,76758,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,18,Silver,1,76779,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,18,Blue,1,76817,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,29,Gold,1,76609,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,29,Green,1,76695,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,29,Blue,1,76752,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,29,Purple,1,76771,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,29,Silver,1,76842,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,31,Gold,1,76597,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,31,Green,1,76700,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,31,Printing Plate,1,76856,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,31,Purple,1,76858,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,31,Black,1,76859,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,32,Purple,1,76619,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,32,Green,1,76689,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,32,Silver,1,76857,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,32,Gold,1,76860,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,32,Blue,1,76861,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,83,Printing Plate,1,76591,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,83,Blue,1,76674,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,83,Gold,1,76719,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,83,Green,1,76768,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,83,Silver,1,76791,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,91,Purple,1,76634,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,91,Gold,1,76638,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,91,Green,1,76708,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,91,Blue,1,76722,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,91,Silver,1,76831,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,94,Silver,1,76623,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,94,Purple,1,76641,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,94,Gold,1,76680,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,94,Green,1,76703,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,94,Blue,1,76804,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,100,Gold,1,76561,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,100,Blue,1,76656,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,100,Green,1,76697,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,100,Silver,1,76788,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,12,Gold,1,76570,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,12,Blue,1,76665,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,12,Green,1,76691,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,12,Silver,1,76776,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,19,Gold,1,76545,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,19,Purple,1,76613,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,19,Blue,1,76745,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,19,Silver,1,76790,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,36,Purple,1,76593,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,36,Gold,1,76595,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,36,Green,1,76710,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,36,Blue,1,76746,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,44,Blue,1,76628,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,44,Green,1,76692,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,44,Gold,1,76748,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,44,Silver,1,76796,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,5,Gold,1,76622,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,5,Blue,1,76658,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,5,Green,1,76701,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,5,Silver,1,76840,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,50,Gold,1,76673,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,50,Blue,1,76750,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,50,Green,1,76767,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,50,Silver,1,76829,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,53,Green,1,76712,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,53,Gold,1,76715,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,53,Silver,1,76799,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,53,Blue,1,76810,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,58,Purple,1,76567,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,58,Gold,1,76669,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,58,Blue,1,76749,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,58,Silver,1,76782,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,59,Purple,1,76568,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,59,Gold,1,76574,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,59,Blue,1,76775,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,59,Silver,1,76792,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,69,Gold,1,76548,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,69,Silver,1,76870,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,69,Black,1,76871,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,69,Green,1,76872,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,71,Gold,1,76601,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,71,Purple,1,76648,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,71,Blue,1,76822,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,71,Silver,1,76839,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,73,Purple,1,76566,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,73,Gold,1,76709,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,73,Blue,1,76730,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,73,Silver,1,76797,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,76,Gold,1,76594,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,76,Silver,1,76605,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,76,Green,1,76621,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,76,Blue,1,76679,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,77,Purple,1,76581,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,77,Blue,1,76729,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,77,Gold,1,76755,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,77,Silver,1,76783,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,78,Gold,1,76544,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,78,Silver,1,76671,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,78,Green,1,76753,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,78,Blue,1,76825,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,80,Gold,1,76564,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,80,Purple,1,76636,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,80,Blue,1,76726,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,80,Silver,1,76832,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
(unassigned),marvel 2023 eternals,81,Gold,1,76635,NONE,none,none,"No matching subset — create one or confirm these belong in ""marvel 2023 eternals"""
