Main Set,Subset,Card Number,Card Name,Is insert,Notes
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,79,Mister Fantastic,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,80,Mister Sinister,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,81,Moon Knight,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,82,Moonstar,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,83,Ms. Marvel,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,84,Mutina,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,85,Mysterio,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,86,Mystique,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,87,Nightcrawler,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,88,Nightdrifter,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,89,Nova,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,90,Omega Red,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,91,Professor X,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,92,Psylocke,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,93,Quicksilver,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,94,Rasputin IV,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,95,Rek-Rap,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,96,Revelation,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,97,Rhino,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,98,Rocket Raccoon,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,99,Rogue,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,100,Sleeper Agent,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,101,Angela,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,102,Anti-Venom,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,103,Arachnix,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,104,Arcade,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,105,Archangel,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,106,Chameleon,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,107,Clea,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,108,Cosmic Ghost Rider,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,109,Deathlok,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,110,Devil Dinosaur,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,111,Doctor Strange,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,112,Doom 2099,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,113,Doyle Dormammu,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,114,Elbecca Voss,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,115,Electro,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,116,Elektra,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,117,Evangeline,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,118,Exodus,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,119,Glitch,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,120,Grandmaster,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,121,Gwenpool,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,122,Hallows' Eve,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,123,Hellcat,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,124,Hellgate,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,125,Hellverine,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,126,Hobgoblin,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,127,Iron Cat,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,128,Kid Venom,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,129,Knull,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,130,Lady Henrietta,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,131,Loki,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,132,Luna Snow,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,133,Maestro,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,134,Magik,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,135,Mar-Vell,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,136,Mary Jane,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,137,Misery,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,138,Moon Girl,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,139,Nimrod,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,140,SP//dr,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,141,Rachel Summers,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,142,Raelith,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,143,Rapid,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,144,Sabretooth,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,145,Scarlet Witch,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,146,Scarlet Spider,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,147,Scorpion,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,148,Scream,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,149,Sentry,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,150,Shang-Chi,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,151,She-Hulk,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,152,She-Venom,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,153,Shocker,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,154,Shuri,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,155,Silence,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,156,Silk,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,157,Silver Surfer,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,158,Silver Sable,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,159,Sister Sorrow,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,160,Spider-Boy,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,161,Spider-Girl,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,162,Spider-Ham,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,163,Spider-Man,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,164,Spider-Man 2099,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,165,Spider-Man Noir,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,166,Spider-Punk,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,167,Spider-Woman,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,168,Star-Lord,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,169,Storm,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,170,Strong Guy,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,171,Stryfe,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,172,Sunspot,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,173,Taskmaster,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,174,Thanos,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,175,The Thing,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,176,Thena,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,177,Thor,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,178,Throg,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,179,Tigra,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,180,Tombstone,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,181,Toxin,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,182,U.S. Agent,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,183,Ultimate Daredevil,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,184,Ultimate Wolverine,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,185,Ultron,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,186,Valeria Richards,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,187,Venom,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,188,Venomizer,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,189,Venomouse,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,190,Vision,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,191,Vulcan,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,192,Vulture,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,193,War Machine,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,194,Wasp,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,195,Werewolf by Night,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,196,White Fox,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,197,White Tiger,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,198,Wiccan,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,199,Wolverine,TRUE,
2026 Topps Chrome Marvel Comics,Spider-Web Red/Blue Refractor,200,X-23,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,1,Abomination,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,2,Adam Warlock,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,3,Agatha Harkness,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,4,Amaranth,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,5,America Chavez,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,6,Ant-Man,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,7,Apocalypse,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,8,Ares,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,9,Baron Zemo,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,10,Beast,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,11,Beta Ray Bill,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,12,Black Bolt,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,13,Black Cat,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,14,Black Knight,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,15,Black Panther,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,16,Black Widow,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,17,Blade,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,18,Blink,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,19,Captain America,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,20,Captain Britain,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,21,Captain Marvel,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,22,Carnage,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,23,Colossus,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,24,Cyclops,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,25,Daredevil,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,26,Dazzler,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,27,Dark Gwenpool,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,28,Doctor Doom,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,29,Doctor Octopus,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,30,Domino,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,31,Doomasaur,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,32,Dormammu,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,33,Dragonfire,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,34,Emma Frost,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,35,Enchantress,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,36,Eternity,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,37,Forge,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,38,Galactus,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,39,Gambit,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,40,Gamora,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,41,Ghost Rider,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,42,Ghost-Spider,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,43,Glob,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,44,Goblin Queen,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,45,Green Goblin,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,46,Groot,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,47,Hawkeye,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,48,Hercules,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,49,Hope Summers,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,50,Hulk,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,51,Human Torch,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,52,Iceman,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,53,Ikaris,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,54,Infernal Hulk,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,55,Invisible Woman,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,56,Iron Fist,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,57,Iron Man,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,58,Ironheart,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,59,Jean Grey,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,60,Jeff the Land Shark,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,61,Jubilee,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,62,Juggernaut,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,63,Kate Bishop,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,64,Kid Juggernaut,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,65,Kingpin,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,66,Kitty Pryde,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,67,Kraven the Hunter,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,68,Leader,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,69,Lizard,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,70,Lockjaw,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,71,Longshot,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,72,Luke Cage,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,73,M.O.D.O.K.,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,74,Magneto,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,75,Man-Thing,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,76,Mantis,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,77,Mephisto,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,78,Miles Morales,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,79,Mister Fantastic,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,80,Mister Sinister,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,81,Moon Knight,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,82,Moonstar,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,83,Ms. Marvel,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,84,Mutina,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,85,Mysterio,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,86,Mystique,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,87,Nightcrawler,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,88,Nightdrifter,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,89,Nova,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,90,Omega Red,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,91,Professor X,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,92,Psylocke,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,93,Quicksilver,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,94,Rasputin IV,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,95,Rek-Rap,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,96,Revelation,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,97,Rhino,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,98,Rocket Raccoon,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,99,Rogue,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,100,Sleeper Agent,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,101,Angela,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,102,Anti-Venom,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,103,Arachnix,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,104,Arcade,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,105,Archangel,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,106,Chameleon,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,107,Clea,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,108,Cosmic Ghost Rider,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,109,Deathlok,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,110,Devil Dinosaur,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,111,Doctor Strange,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,112,Doom 2099,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,113,Doyle Dormammu,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,114,Elbecca Voss,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,115,Electro,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,116,Elektra,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,117,Evangeline,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,118,Exodus,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,119,Glitch,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,120,Grandmaster,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,121,Gwenpool,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,122,Hallows' Eve,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,123,Hellcat,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,124,Hellgate,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,125,Hellverine,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,126,Hobgoblin,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,127,Iron Cat,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,128,Kid Venom,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,129,Knull,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,130,Lady Henrietta,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,131,Loki,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,132,Luna Snow,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,133,Maestro,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,134,Magik,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,135,Mar-Vell,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,136,Mary Jane,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,137,Misery,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,138,Moon Girl,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,139,Nimrod,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,140,SP//dr,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,141,Rachel Summers,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,142,Raelith,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,143,Rapid,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,144,Sabretooth,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,145,Scarlet Witch,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,146,Scarlet Spider,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,147,Scorpion,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,148,Scream,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,149,Sentry,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,150,Shang-Chi,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,151,She-Hulk,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,152,She-Venom,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,153,Shocker,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,154,Shuri,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,155,Silence,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,156,Silk,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,157,Silver Surfer,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,158,Silver Sable,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,159,Sister Sorrow,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,160,Spider-Boy,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,161,Spider-Girl,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,162,Spider-Ham,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,163,Spider-Man,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,164,Spider-Man 2099,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,165,Spider-Man Noir,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,166,Spider-Punk,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,167,Spider-Woman,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,168,Star-Lord,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,169,Storm,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,170,Strong Guy,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,171,Stryfe,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,172,Sunspot,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,173,Taskmaster,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,174,Thanos,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,175,The Thing,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,176,Thena,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,177,Thor,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,178,Throg,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,179,Tigra,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,180,Tombstone,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,181,Toxin,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,182,U.S. Agent,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,183,Ultimate Daredevil,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,184,Ultimate Wolverine,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,185,Ultron,TRUE,
2026 Topps Chrome Marvel Comics,Marvel Logofractor,186,Valeria Richards,TRUE,
